grid_id,service_area,geometry,has_tree,avg_height,avg_diameter,avg_year,Populus,Acer,Fraxinus,Alnus,Salix,Ulmus,Tilia,Onbekend,Quercus,Robinia,Betula,Crataegus,Carpinus,Overig,Prunus,Platanus,Malus
147,Aalsmeer,"POLYGON ((4.70433696591653 52.24795751397801, 4.707284695000999 52.24795751397801, 4.707284695000999 52.246155712176204, 4.70433696591653 52.246155712176204, 4.70433696591653 52.24795751397801))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Aalsmeer,"POLYGON ((4.707284695000999 52.23534490136538, 4.7102324240854685 52.23534490136538, 4.7102324240854685 52.233543099563576, 4.707284695000999 52.233543099563576, 4.707284695000999 52.23534490136538))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Aalsmeer,"POLYGON ((4.707284695000999 52.237146703167184, 4.7102324240854685 52.237146703167184, 4.7102324240854685 52.23534490136538, 4.707284695000999 52.23534490136538, 4.707284695000999 52.237146703167184))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Aalsmeer,"POLYGON ((4.707284695000999 52.23894850496899, 4.7102324240854685 52.23894850496899, 4.7102324240854685 52.237146703167184, 4.707284695000999 52.237146703167184, 4.707284695000999 52.23894850496899))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Aalsmeer,"POLYGON ((4.707284695000999 52.24075030677079, 4.7102324240854685 52.24075030677079, 4.7102324240854685 52.23894850496899, 4.707284695000999 52.23894850496899, 4.707284695000999 52.24075030677079))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,Aalsmeer,"POLYGON ((4.707284695000999 52.242552108572596, 4.7102324240854685 52.242552108572596, 4.7102324240854685 52.24075030677079, 4.707284695000999 52.24075030677079, 4.707284695000999 52.242552108572596))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Aalsmeer,"POLYGON ((4.707284695000999 52.2443539103744, 4.7102324240854685 52.2443539103744, 4.7102324240854685 52.242552108572596, 4.707284695000999 52.242552108572596, 4.707284695000999 52.2443539103744))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,Aalsmeer,"POLYGON ((4.707284695000999 52.246155712176204, 4.7102324240854685 52.246155712176204, 4.7102324240854685 52.2443539103744, 4.707284695000999 52.2443539103744, 4.707284695000999 52.246155712176204))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Aalsmeer,"POLYGON ((4.707284695000999 52.24795751397801, 4.7102324240854685 52.24795751397801, 4.7102324240854685 52.246155712176204, 4.707284695000999 52.246155712176204, 4.707284695000999 52.24795751397801))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Aalsmeer,"POLYGON ((4.707284695000999 52.24975931577981, 4.7102324240854685 52.24975931577981, 4.7102324240854685 52.24795751397801, 4.707284695000999 52.24795751397801, 4.707284695000999 52.24975931577981))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Aalsmeer,"POLYGON ((4.707284695000999 52.251561117581616, 4.7102324240854685 52.251561117581616, 4.7102324240854685 52.24975931577981, 4.707284695000999 52.24975931577981, 4.707284695000999 52.251561117581616))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Aalsmeer,"POLYGON ((4.7102324240854685 52.23534490136538, 4.7131801531699375 52.23534490136538, 4.7131801531699375 52.233543099563576, 4.7102324240854685 52.233543099563576, 4.7102324240854685 52.23534490136538))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,Aalsmeer,"POLYGON ((4.7102324240854685 52.237146703167184, 4.7131801531699375 52.237146703167184, 4.7131801531699375 52.23534490136538, 4.7102324240854685 52.23534490136538, 4.7102324240854685 52.237146703167184))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Aalsmeer,"POLYGON ((4.7102324240854685 52.23894850496899, 4.7131801531699375 52.23894850496899, 4.7131801531699375 52.237146703167184, 4.7102324240854685 52.237146703167184, 4.7102324240854685 52.23894850496899))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Aalsmeer,"POLYGON ((4.7102324240854685 52.24075030677079, 4.7131801531699375 52.24075030677079, 4.7131801531699375 52.23894850496899, 4.7102324240854685 52.23894850496899, 4.7102324240854685 52.24075030677079))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Aalsmeer,"POLYGON ((4.7102324240854685 52.242552108572596, 4.7131801531699375 52.242552108572596, 4.7131801531699375 52.24075030677079, 4.7102324240854685 52.24075030677079, 4.7102324240854685 52.242552108572596))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,Aalsmeer,"POLYGON ((4.7102324240854685 52.2443539103744, 4.7131801531699375 52.2443539103744, 4.7131801531699375 52.242552108572596, 4.7102324240854685 52.242552108572596, 4.7102324240854685 52.2443539103744))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Aalsmeer,"POLYGON ((4.7102324240854685 52.246155712176204, 4.7131801531699375 52.246155712176204, 4.7131801531699375 52.2443539103744, 4.7102324240854685 52.2443539103744, 4.7102324240854685 52.246155712176204))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Aalsmeer,"POLYGON ((4.7102324240854685 52.24795751397801, 4.7131801531699375 52.24795751397801, 4.7131801531699375 52.246155712176204, 4.7102324240854685 52.246155712176204, 4.7102324240854685 52.24795751397801))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,Aalsmeer,"POLYGON ((4.7102324240854685 52.24975931577981, 4.7131801531699375 52.24975931577981, 4.7131801531699375 52.24795751397801, 4.7102324240854685 52.24795751397801, 4.7102324240854685 52.24975931577981))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,Aalsmeer,"POLYGON ((4.7102324240854685 52.251561117581616, 4.7131801531699375 52.251561117581616, 4.7131801531699375 52.24975931577981, 4.7102324240854685 52.24975931577981, 4.7102324240854685 52.251561117581616))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,Aalsmeer,"POLYGON ((4.7102324240854685 52.25336291938342, 4.7131801531699375 52.25336291938342, 4.7131801531699375 52.251561117581616, 4.7102324240854685 52.251561117581616, 4.7102324240854685 52.25336291938342))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,Aalsmeer,"POLYGON ((4.7131801531699375 52.23534490136538, 4.716127882254407 52.23534490136538, 4.716127882254407 52.233543099563576, 4.7131801531699375 52.233543099563576, 4.7131801531699375 52.23534490136538))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,Aalsmeer,"POLYGON ((4.7131801531699375 52.237146703167184, 4.716127882254407 52.237146703167184, 4.716127882254407 52.23534490136538, 4.7131801531699375 52.23534490136538, 4.7131801531699375 52.237146703167184))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,Aalsmeer,"POLYGON ((4.7131801531699375 52.23894850496899, 4.716127882254407 52.23894850496899, 4.716127882254407 52.237146703167184, 4.7131801531699375 52.237146703167184, 4.7131801531699375 52.23894850496899))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,Aalsmeer,"POLYGON ((4.7131801531699375 52.24075030677079, 4.716127882254407 52.24075030677079, 4.716127882254407 52.23894850496899, 4.7131801531699375 52.23894850496899, 4.7131801531699375 52.24075030677079))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,Aalsmeer,"POLYGON ((4.7131801531699375 52.242552108572596, 4.716127882254407 52.242552108572596, 4.716127882254407 52.24075030677079, 4.7131801531699375 52.24075030677079, 4.7131801531699375 52.242552108572596))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,Aalsmeer,"POLYGON ((4.7131801531699375 52.2443539103744, 4.716127882254407 52.2443539103744, 4.716127882254407 52.242552108572596, 4.7131801531699375 52.242552108572596, 4.7131801531699375 52.2443539103744))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,Aalsmeer,"POLYGON ((4.7131801531699375 52.246155712176204, 4.716127882254407 52.246155712176204, 4.716127882254407 52.2443539103744, 4.7131801531699375 52.2443539103744, 4.7131801531699375 52.246155712176204))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,Aalsmeer,"POLYGON ((4.7131801531699375 52.24795751397801, 4.716127882254407 52.24795751397801, 4.716127882254407 52.246155712176204, 4.7131801531699375 52.246155712176204, 4.7131801531699375 52.24795751397801))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,Aalsmeer,"POLYGON ((4.7131801531699375 52.24975931577981, 4.716127882254407 52.24975931577981, 4.716127882254407 52.24795751397801, 4.7131801531699375 52.24795751397801, 4.7131801531699375 52.24975931577981))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,Aalsmeer,"POLYGON ((4.7131801531699375 52.251561117581616, 4.716127882254407 52.251561117581616, 4.716127882254407 52.24975931577981, 4.7131801531699375 52.24975931577981, 4.7131801531699375 52.251561117581616))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,Aalsmeer,"POLYGON ((4.7131801531699375 52.25336291938342, 4.716127882254407 52.25336291938342, 4.716127882254407 52.251561117581616, 4.7131801531699375 52.251561117581616, 4.7131801531699375 52.25336291938342))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,Aalsmeer,"POLYGON ((4.7131801531699375 52.255164721185224, 4.716127882254407 52.255164721185224, 4.716127882254407 52.25336291938342, 4.7131801531699375 52.25336291938342, 4.7131801531699375 52.255164721185224))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,Aalsmeer,"POLYGON ((4.716127882254407 52.23534490136538, 4.719075611338876 52.23534490136538, 4.719075611338876 52.233543099563576, 4.716127882254407 52.233543099563576, 4.716127882254407 52.23534490136538))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,Aalsmeer,"POLYGON ((4.716127882254407 52.237146703167184, 4.719075611338876 52.237146703167184, 4.719075611338876 52.23534490136538, 4.716127882254407 52.23534490136538, 4.716127882254407 52.237146703167184))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,Aalsmeer,"POLYGON ((4.716127882254407 52.23894850496899, 4.719075611338876 52.23894850496899, 4.719075611338876 52.237146703167184, 4.716127882254407 52.237146703167184, 4.716127882254407 52.23894850496899))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,Aalsmeer,"POLYGON ((4.716127882254407 52.24075030677079, 4.719075611338876 52.24075030677079, 4.719075611338876 52.23894850496899, 4.716127882254407 52.23894850496899, 4.716127882254407 52.24075030677079))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,Aalsmeer,"POLYGON ((4.716127882254407 52.242552108572596, 4.719075611338876 52.242552108572596, 4.719075611338876 52.24075030677079, 4.716127882254407 52.24075030677079, 4.716127882254407 52.242552108572596))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,Aalsmeer,"POLYGON ((4.716127882254407 52.2443539103744, 4.719075611338876 52.2443539103744, 4.719075611338876 52.242552108572596, 4.716127882254407 52.242552108572596, 4.716127882254407 52.2443539103744))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,Aalsmeer,"POLYGON ((4.716127882254407 52.246155712176204, 4.719075611338876 52.246155712176204, 4.719075611338876 52.2443539103744, 4.716127882254407 52.2443539103744, 4.716127882254407 52.246155712176204))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,Aalsmeer,"POLYGON ((4.716127882254407 52.24795751397801, 4.719075611338876 52.24795751397801, 4.719075611338876 52.246155712176204, 4.716127882254407 52.246155712176204, 4.716127882254407 52.24795751397801))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,Aalsmeer,"POLYGON ((4.716127882254407 52.24975931577981, 4.719075611338876 52.24975931577981, 4.719075611338876 52.24795751397801, 4.716127882254407 52.24795751397801, 4.716127882254407 52.24975931577981))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,Aalsmeer,"POLYGON ((4.716127882254407 52.251561117581616, 4.719075611338876 52.251561117581616, 4.719075611338876 52.24975931577981, 4.716127882254407 52.24975931577981, 4.716127882254407 52.251561117581616))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,Aalsmeer,"POLYGON ((4.716127882254407 52.25336291938342, 4.719075611338876 52.25336291938342, 4.719075611338876 52.251561117581616, 4.716127882254407 52.251561117581616, 4.716127882254407 52.25336291938342))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,Aalsmeer,"POLYGON ((4.716127882254407 52.255164721185224, 4.719075611338876 52.255164721185224, 4.719075611338876 52.25336291938342, 4.716127882254407 52.25336291938342, 4.716127882254407 52.255164721185224))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,Aalsmeer,"POLYGON ((4.716127882254407 52.25696652298703, 4.719075611338876 52.25696652298703, 4.719075611338876 52.255164721185224, 4.716127882254407 52.255164721185224, 4.716127882254407 52.25696652298703))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,Aalsmeer,"POLYGON ((4.719075611338876 52.233543099563576, 4.722023340423345 52.233543099563576, 4.722023340423345 52.23174129776177, 4.719075611338876 52.23174129776177, 4.719075611338876 52.233543099563576))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,Aalsmeer,"POLYGON ((4.719075611338876 52.23534490136538, 4.722023340423345 52.23534490136538, 4.722023340423345 52.233543099563576, 4.719075611338876 52.233543099563576, 4.719075611338876 52.23534490136538))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,Aalsmeer,"POLYGON ((4.719075611338876 52.237146703167184, 4.722023340423345 52.237146703167184, 4.722023340423345 52.23534490136538, 4.719075611338876 52.23534490136538, 4.719075611338876 52.237146703167184))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,Aalsmeer,"POLYGON ((4.719075611338876 52.23894850496899, 4.722023340423345 52.23894850496899, 4.722023340423345 52.237146703167184, 4.719075611338876 52.237146703167184, 4.719075611338876 52.23894850496899))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,Aalsmeer,"POLYGON ((4.719075611338876 52.24075030677079, 4.722023340423345 52.24075030677079, 4.722023340423345 52.23894850496899, 4.719075611338876 52.23894850496899, 4.719075611338876 52.24075030677079))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,Aalsmeer,"POLYGON ((4.719075611338876 52.242552108572596, 4.722023340423345 52.242552108572596, 4.722023340423345 52.24075030677079, 4.719075611338876 52.24075030677079, 4.719075611338876 52.242552108572596))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,Aalsmeer,"POLYGON ((4.719075611338876 52.2443539103744, 4.722023340423345 52.2443539103744, 4.722023340423345 52.242552108572596, 4.719075611338876 52.242552108572596, 4.719075611338876 52.2443539103744))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,Aalsmeer,"POLYGON ((4.719075611338876 52.246155712176204, 4.722023340423345 52.246155712176204, 4.722023340423345 52.2443539103744, 4.719075611338876 52.2443539103744, 4.719075611338876 52.246155712176204))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,Aalsmeer,"POLYGON ((4.719075611338876 52.24795751397801, 4.722023340423345 52.24795751397801, 4.722023340423345 52.246155712176204, 4.719075611338876 52.246155712176204, 4.719075611338876 52.24795751397801))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,Aalsmeer,"POLYGON ((4.719075611338876 52.24975931577981, 4.722023340423345 52.24975931577981, 4.722023340423345 52.24795751397801, 4.719075611338876 52.24795751397801, 4.719075611338876 52.24975931577981))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,Aalsmeer,"POLYGON ((4.719075611338876 52.251561117581616, 4.722023340423345 52.251561117581616, 4.722023340423345 52.24975931577981, 4.719075611338876 52.24975931577981, 4.719075611338876 52.251561117581616))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,Aalsmeer,"POLYGON ((4.719075611338876 52.25336291938342, 4.722023340423345 52.25336291938342, 4.722023340423345 52.251561117581616, 4.719075611338876 52.251561117581616, 4.719075611338876 52.25336291938342))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,Aalsmeer,"POLYGON ((4.719075611338876 52.255164721185224, 4.722023340423345 52.255164721185224, 4.722023340423345 52.25336291938342, 4.719075611338876 52.25336291938342, 4.719075611338876 52.255164721185224))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,Aalsmeer,"POLYGON ((4.719075611338876 52.25696652298703, 4.722023340423345 52.25696652298703, 4.722023340423345 52.255164721185224, 4.719075611338876 52.255164721185224, 4.719075611338876 52.25696652298703))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,Aalsmeer,"POLYGON ((4.719075611338876 52.25876832478883, 4.722023340423345 52.25876832478883, 4.722023340423345 52.25696652298703, 4.719075611338876 52.25696652298703, 4.719075611338876 52.25876832478883))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,Aalsmeer,"POLYGON ((4.722023340423345 52.21732688334734, 4.724971069507814 52.21732688334734, 4.724971069507814 52.215525081545536, 4.722023340423345 52.215525081545536, 4.722023340423345 52.21732688334734))",False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
